unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
"B0001DYUJ8:quality_control_problems:markbrent_""markbrent""",B0001DYUJ8,SimpleTech SimpleDrive 250 GB External USB 2.0 Hard Drive: Electronics,electronics,3 of 3,1.0,Quality control problems,"October 26, 2006","markbrent ""markbrent""",Texas,"Bought this as a back-up for the internal hard drive of the laptop. My experience was sadly similar to  many others on this site. Worked fine for two backups, then the drive stopped being recognized by my own or any other computer. Little red ""power"" light is on, little disc whirls around, but no blue ""data transmit"" light appears anymore. These are clearly a dismally unreliable and poorly made product- just imagine the disaster if this occurred when you were trying to restore data to a corrupted hard drive on your primary machine. A free replacement would not be much of a compensation. Avoid!!"
"B0001CFSXG:wait....better_deal:xboxplayer_""xboxplayer""",B0001CFSXG,Lexar JumpGear MPC064-231 MP3 Player with 64 MB JumpDrive Sport: Electronics,electronics,5 of 12,1.0,WAIT....BETTER DEAL,"September 4, 2004","xboxplayer ""xboxplayer""",USA,"Buy the ""empty"" player for 37, then get a 128 mb card....its only 5 bucks mopre total....."
"B0007KX4TC:ipod_-_great_toy_-_horrible_customer_service/support:once_and_done_""once_and_done""",B0007KX4TC,Apple 30 GB iPod Photo M9829LL/A�(4th Generation): Electronics,electronics,6 of 8,2.0,iPod - Great toy - Horrible customer service/support,"February 14, 2006","Once and Done ""Once and Done""",USA,"The iPod is cool but ours ... as we've found has happened to many other owners ... went on the fritz and our nightmare began. Apple's customer service is the worst CS that we've ever experienced regardless of the product or service supported. I could write for days about the awful experience but I've wasted so much time with them already ... I can't bear to waste more. The most notable point is that the iPod CS folks repeatedly stated that iPods are more or less disposable, commodity items and ""breakdowns"" were common. Wow!! .. $400 Bucks of throw away!?!?!? We still haven't recieved the return box for replacement/repair after several days even though it was promised in 24-48 hours. We also own an MP3 player that we refer to as a ""Dell-Pod"" from Dell Computer and have had to use their customer service as well. Dell's CS support was awesome. Based on our experience with Apple/iPod CS support ... this is the first and LAST Apple product that will be owned in our household"
"B0007KI6OU:if_you_need_this_in_a_hurry_don't_buy_from_amazon!:novelty_1_""love_my_kids!""",B0007KI6OU,Brother TN 350 Black Toner Cartridge (HL-2040 and HL-2070N Printers): Electronics,electronics,,1.0,If you need this in a hurry don't buy from Amazon!,"November 24, 2006","Novelty_1 ""Love my kids!""",SoCal,"I purchased this item on Nov. 17, 2006.  Amazon claimed it was in stock.  I then upgraded from free shipping to Standard, which promises a 3-5 days delivery time.  Amazon now informs me that it will arrived on Nov. 29th! This is the second recent order with a longer than anticipated/promised delivery time.  I don't know if Amazon is going down hill or what, but it's discouraging.  Next time, I'll just buy the item locally and pay a few extra dollars.  And by the way, don't even try to call Amazon Customer Service at 800-201-7575.  They can't do anything to resolve a problem and barely speak or understand English.  Another great American company moving towards metiocracy; what a shame"
B000IF45QM:microphone_volume_too_low_and_can't_be_set:r._stockton,B000IF45QM,Kensington Vo300 USB Internet Speakerphone for use with Skype software K33378US: Electronics,electronics,1 of 1,2.0,Microphone volume too low and can't be set,"October 21, 2006",R. Stockton,"Michigan, USA","Short answer: The microphone volume on this is set too low relative to the speaker volume, and cannot be adjusted independently--either through the device or at the O/S level.

I spoke with tech support, and they said this was to keep the echo-cancellation software from having issues.

So as a speakerphone, this device is useless.

I'd have given it one star, but the rest of the device is actually very well designed, easy to setup, and so on."
B00006JPU2:its_just_a_standard_component_cable..:william_the_fighter..,B00006JPU2,Monster Cable 3-Foot Component Video (BSV1CV-1M): Electronics,electronics,14 of 20,1.0,its just a standard component cable..,"November 12, 2004",william the fighter..,NC  USA,"compared this cable to a philips performance component cable and i am not impressed it was the exact same in picture quality.

all your paying for is the name..

why spend 50$ when you can spend 20$ on the philps and get the same thing?"
B00009MVHF:lcd_display_broke_after_2_months:n._nacey,B00009MVHF,Panasonic KX-TS3282B 2-Line Expandable Speakerphone with Data Port (Black): Electronics,electronics,,1.0,LCD display broke after 2 months,"October 30, 2006",N. Nacey,,"I was fairly satisfied with this phone until I had to re-arrange my office and move my phone.  Once I moved it and then tried to reconnect it, I no longer had LCD functionality or speakerphone functionality.

I looked on their website and this is what it said on their FAQ:

Problem:
No caller ID information received
Does the LCD screen on the handset show anything?
No
Your telephone is defective and needs to be sent in for service

Since it is on their FAQ I would assume this is a common problem.  In trying to exchange my phone they were insistent that I send my phone in first so they could look at it and then refurbish it / exchange it.  Since I use this phone for my home office this was problematic for me.  

I would not recommend this product.  I personally will not by Panasonic again due to the quality of customer support (or lack thereof) that I received"
"B000117DF8:poor_support:l._morgan_""programming_instructor""",B000117DF8,Lexar Media 512 MB JumpDrive Sport Portable USB 2.0 Drive (PC/Mac): Electronics,electronics,3 of 4,1.0,Poor support,"December 29, 2005","L. Morgan ""Programming Instructor""",,"I didn't have the same experience as the ""Great support from Lexar"" review below.

The rubber caps on the Sport Jumpdrives will quickly split open and you will probably loose your jumpdrive when it fall off your keychain.

Unlike the person below, Lexar would not send me a free replacement.  They said that I could go to their web site an purchase another rubber cap.

Poor support for a poor product"
B00009UHYL:not_worth_the_money:time_traveler,B00009UHYL,TERK BMS-58 5 In/8 Out Integrated Multiswitch (TERK BMS58): Electronics,electronics,0 of 1,1.0,NOT WORTH THE MONEY,"August 31, 2006",Time Traveler,USA,"Everyone knows TERK MAKES JUNK, and this multiswitch is no exception. I needed a multiswitch quick, went to Best Buy and paid, get this, $154.00 for this Terk ms!! Yeah, I know, but I needed it asap. ONE WEEK after installation, one of the satellite inputs crapped out, dead. And I do have surge protection on the lines. Also, the unit runs very hot. I've had three other Terk products do the same thing. Avoid Terk at all costs and go with Monster or even Radio Shack in a pinch. Will never buy a Terk product again. Ever"
"B00006B7DB:defective_bluetooth:john_olson_""golfer""",B00006B7DB,"D-Link DBT-120 Bluetooth USB Adapter, PC/Mac: Electronics",electronics,,2.0,DEFECTIVE BLUETOOTH,"November 6, 2006","John Olson ""golfer""","marshalltown, ia",The item I bought had to be returned due to the fact it did not wor
B00004SY4H:did_i_get_a_bad_sample?_totally_disappointed!:eric_j._anderson,B00004SY4H,Sennheiser HD600 Traditional Over-Ear Open Dynamic Hi-Fi Professional Stereo Headphones (Black): Electronics,electronics,18 of 30,1.0,Did I get a bad sample? Totally disappointed!,"February 8, 2005",Eric J. Anderson,"Ankeny, Iowa","Yes, I burned them in for at least 25 hours. They sounded muddy. Smooth as caramel, but veiled. The bass was heavy and indistinct. The high frequencies were not clean, and not abundant. 

Having listened to Stax headphones for years and years, I know I got used to a superclean, almost clinical sound. But still I cannot believe how completely different the HD600s were. 

I borrowed these from a friend, who bought them new and had hardly used them. Frankly, I get more pleasure listening with my Sony MDR-W20G sports headphones that I bought for less than $10.   I am at a loss to understand the glowing reviews. I would love to hear a headphone that sounds as wonderful as people are describing. But the one I heard did not. Not even after break-in.  Never would I consider one of these phones without auditioning them. Perhaps I truly heard a rare, defective unit. But if so, both drivers were defective, because they sounded the same."
"B0007Y6AF8:a_disgrace_to_sony,_here's_why_in_point_form:p._an_duong",B0007Y6AF8,Sony ICD-MX20 Memory Stick Pro Duo Digital Voice Recorder: Electronics,electronics,9 of 18,1.0,"A disgrace to sony, here's why in point form","March 18, 2006",P. An Duong,,"-small button size
-recording time is crap when used with the best batteries
-hold button, many bugs with
-bugs; files often end corrupt in various ways, meaning you get f***ed over
-software is crap, also it cant convert to mp3, o and did i mention you have to convert in general not true for all ic recorders, which others record directly in mp3 for example
-mic is without noice reduction
-device is the most fragile ic recorder ever
-a consumer grade product, not a professional grade product
Go with the following: ds-2200 made by olympus, it smokes this ic recorder by a mile, and its tough and goes for about the same price perhaps cheaper."
"B000167V50:will_not_charge_micro_zen:ron_a._wodehouse_""roadmouse""",B000167V50,Zip-Linq 12V DC Auto to 5V USB Adapter (ZIPPWR-DC): Electronics,electronics,1 of 1,1.0,Will not charge Micro Zen,"June 21, 2006","Ron A. Wodehouse ""Roadmouse""",Southern Oregon,"Will not charge the Micro Zen, but will power the unit.  Will toss it in the car for those times when the battery is dead and I just need my music."
B000167V50:another_sad_confirmation..no_go_for_shuffle:b._b._helsabeck,B000167V50,Zip-Linq 12V DC Auto to 5V USB Adapter (ZIPPWR-DC): Electronics,electronics,2 of 3,1.0,Another sad confirmation..no go for Shuffle,"December 30, 2005",B. B. Helsabeck,"Pompano Beach, FL USA","It is rather ironic that this device was so cheap that despite the fact that IT WILL NOT CHARGE AN IPOD SHUFFLE...it cost more to ship it back than I would get in a refund.
Bought from an Amazon associated store (Tiger Direct) for $4.99. I also bought the matching car charger for $3.99. NEITHER WORKS WITH THE IPOD SHUFFLE. Oh well. 

Belkin makes a iPod dock connector to USB adapter that allows you to use your existing FW based stuff for CHARGING ONLY...., I think that is the ticket for charging the Shuffle on the road"
"B000167V50:nice_idea,_but...:f._paul",B000167V50,Zip-Linq 12V DC Auto to 5V USB Adapter (ZIPPWR-DC): Electronics,electronics,7 of 8,2.0,"Nice idea, but...","October 4, 2005",F. Paul,"OH, USA",...while this device does power your USB cable it seems to fail charging my Blackberry or my iPod. Maybe the 400 mA is not enough for that. I would not suggest to buy this item for these devices. For the iPod you better get the USB charger from the Apple store for 25$ that even comes with a standard iPod cable
B0007OCY2G:decent_but_there_has_to_be_a_better_solution_somewhere_out_there!:jdiddy,B0007OCY2G,DLO TransPod All-in-One Car Solution for iPod Black: Electronics,electronics,5 of 6,2.0,Decent but there has to be a better solution somewhere out there!,"August 27, 2005",JDiddy,"Columbia, MD","I recently received an iPOD Photo and after loading in tons of CD's I said  . . . hey why not buy an all in 1 adapter for my car.  My transpod arrived but I had difficulty inserting the adapter into my car's charger.  After working that out and using it everyday for a week, it stopped working.  I realized that the fuse had blown.  It's small and relatively compact unlike the Griffin RoadTrip, but it's a whole lot of drama for the price.  

With regard to the quality of the sound through my vehicle's audio system, I am extremely disappointed.  What sounds like a million dollars through headphones does not translate to what you hear through fm radio frequencies.  I have adjusted the iPOD's equalizer and played around with some options inside my car, but I am extremely disappointed.  If someone has a better alternative . . . GOD BLESS YOU but don't waste your money on this product"
B0006J59YW:broken:r._jensen,B0006J59YW,Iogear Wireless Bluetooth Mini Mouse: Electronics,electronics,0 of 2,1.0,Broken,"September 21, 2006",R. Jensen,,"My first mouse broke after only a few uses. When I sent it back for repairs, they sent back a refurbished mouse that did not work at all. Avoid buying this mouse at all costs"
"B0006J59YW:100_uses_for_a_dead_mouse:arcane_questions_""mousetapha""",B0006J59YW,Iogear Wireless Bluetooth Mini Mouse: Electronics,electronics,2 of 2,2.0,100 uses for a dead mouse,"August 8, 2006","Arcane Questions ""Mousetapha""",Seattle,"When it works, this mouse is simply wonderful. Small, accurate, easy to recharge, easy to carry. Under those conditions, it's probably my favorite mouse. I've found that it's equally good for both Mac and Windows.

One complaint is that when it's tethered to the USB port for recharging, it works nominally, but becomes very slow and awkward. It's not at all the same behavior as seen when it's completely free to move.

My first incarnation of mouse lived a long life of about 10 months. My second incarnation of mouse, however, just died at the tender age of 4 months. I've attempted mouse-to-mouse resuscitation, but to no avail, having found that Iogear technical support exists by name only. I have sent multiple requests for help, and have received not a single answer. Both mice died identical deaths. Suddenly it stops being able to hold a charge, and freezes after about 5 minutes of use. Even when tethered to the USB port for a recharge it freezes. 

I'm sad that a technologically good product should have such terrible quality assurance in its manufacture. And such terrible customer support in dealing with its lack of QA"
"B00011PYC2:tell_apple_to_go_#$&%_themselves:kilgore_trout_""worldwidewebb01""",B00011PYC2,AppleCare M9404LL/A Protection Plan for iPod: Electronics,electronics,1 of 2,1.0,Tell Apple to go #$&% themselves,"October 7, 2006","Kilgore Trout ""worldwidewebb01""","Columbia, MO","What a waste of money. For $300 you shouldn't HAVE to buy a protection plan for the 2nd year of a products life; unfortunately the poor quality of iPods makes it a necessity. BUT, the protection plan is riddled with clauses that exclude any number of reasonable issues. 

I've bought Apple for the last 15 years, but never again will I send them my money"
"B00011PYC2:less_expensive_policy_available_for_29.95_from_crutchfield.com:peter_g._gammon_""peteg""",B00011PYC2,AppleCare M9404LL/A Protection Plan for iPod: Electronics,electronics,112 of 119,2.0,Less expensive policy available for 29.95 from Crutchfield.com,"December 21, 2005","Peter G. Gammon ""PeteG""","Chatt., TN","Although this policy is thru Apple, it is 2x the price of similar policies available from other companies that also have very good reputations.  One is Crutchfield.com which has a 2 yr. plan for $29.99 which starts *after* the standard Apple 1 yr labor coverage (for a TOTAL OF 3 YEARS).  Apple extended warranty is a total of 2 years for $59.99, rather than a total of 3 years for $29.99 thru Crutchfield"
"B00000JCT8:model_#_53725:p._emmett_""traveler""",B00000JCT8,Motorola TalkAbout Headset with Boom Microphone for All Series: Electronics,electronics,2 of 3,1.0,MODEL # 53725,"November 30, 2004","P. Emmett ""Traveler""",,"After receiving this boon mic, I found it did not work consitently.  Losing contact with lost words, and the mic had to be held to the lips, therefore it was not truly hands free.  I require a mic that I do not have to touch to work and can be used with VO"
B0002UE9WI:just_average:jason_sartain,B0002UE9WI,Creative Labs WebCam Live!: Electronics,electronics,0 of 1,2.0,Just Average,"November 9, 2006",Jason Sartain,,"I received the camera and was not happy when I found a cheap mic that was attached to the cord of an ear peace instead of the the superior sound mic advertised in the ad.  I called Amazon, they had no appolgies and said the most they could do was refund my money.

On another note the picture quality was ok but froze at least 2 times or better per use, as for sound I had to put the mic up to my mouth before the person on the other end could hear me.  

Not very happ"
B000AM6QHO:failure_to_please:daniel_a._nichols,B000AM6QHO,Logitech Z-5450 Digital 5.1 Speaker System: Electronics,electronics,1 of 1,2.0,Failure to please,"November 15, 2006",Daniel A. Nichols,USA,"The z-5450 has good points, reasonable cost, ease of use and ease of setup. It has a major fault in a buzzing noise made when the unit is turned on. Give this item a pass, wait for the next generation and a guarantee that this problem has been corrected"
"B0009RVG7U:track_problems_-_buy_the_cyber_home:l._d._dietsch_""digidog""",B0009RVG7U,Coby DVD237 Progressive Scan DVD Player: Electronics,electronics,,2.0,Track problems - buy the cyber home,"November 3, 2006","L. D. Dietsch ""Digidog""","Chicago, Illinois",This thing looks great - but it still has tracking problems as these cheap units tend to. Do yourself a favor and buy the cyber home - it's the only cheaper unit that seems to have some quality to it
B0009RVG7U:not_what_i_thought_i_was_purchasing:s._das,B0009RVG7U,Coby DVD237 Progressive Scan DVD Player: Electronics,electronics,,1.0,Not What I Thought I Was Purchasing,"October 4, 2006",S. Das,,"I searched Amazon.com for a multi-region DVD player so I could view DVDs that I have purchased overseas.  This DVD player came up.  There are no instructions within the packaging that state how to watch Non-region 1 DVDs.  I called the manufacturer and they told me how to ""rigg"" it to play region 2 DVDs.  Also, the remote control did not work from the very beginning and the manufacturer said I would need to pay money to replace it.  They also let me know that the DVD player will not work without the remote control (not compatible with universal remotes).  This is not a good product"
"B000085BD8:antenna_fell_off_several_times:roy_littwin_""royale6""",B000085BD8,Linksys WMP54G Wireless-G PCI Adapter: Electronics,electronics,0 of 1,2.0,Antenna fell off several times,"May 22, 2006","Roy Littwin ""royale6""","Sonoma County, USA","Maybe 2 1/2 stars. 
Software and wireless setup for this card went fine, even great, and have continued to work for over 1 1/2 years now but . . .
Here's the rub.
Seems the housing on the card that receives the threads of the antenna was not properly attached to the board.
The antenna would not work properly - 0-50% signal strength from the Access Point in the next room when it wasn't falling off the back of my machine! Futzed with the thing getting half-*** performance with it for toooo long until . . .
Had to remove board from computer, use plier to remove antenna from the recept and VERRY carefully place the card in a vice and use vice-grip/clamp tool to forcefully slide the 1/2"" housing in place onto the board.
Did this once and it didn't seat far enough (antenna fell off) and a couple weeks later had to repeat the process.
Apparently it needed to be pressed on even further and it actually snapped (securely ?) the 2nd time after using more force that you might imagine on such a delicate device.
It has worked as advertised since then (about a year now).
There ARE other reviewers who have suffered from ""antenna drops off"" too. Be warned.
When one pays extra ""for quality"" they should expect better than this.
It's time again to add to my network and will try a different board (for half the price)."
B0002UHUTM:multiple_problems:bekra,B0002UHUTM,Kensington Auto Charger for iPod and iPod Mini: Electronics,electronics,2 of 2,1.0,multiple problems,"September 4, 2005",bekra,"Houston, TX","This charger is flimsy. 1) As other mention, the ""retractable"" unit quickly became tangled, and without significant attention every single time (not feasible while driving), doesn't retract. 2) The plastic covering the wire at the base of the jack pulled loose, exposing the wires. 3) After a few months of very gentle use, the white plastic cover of the jack cracked and fell off. As a result, I'm back in the market for a charger, just months after buying this one"
B0000996B9:these_tapes_didn't_worked_for_me_and_ruin_my_camera:meyer,B0000996B9,JVC MDV60ME10P Mini DV Tape (10 Pack): Electronics,electronics,3 of 3,1.0,these tapes didn't worked for me and ruin my camera,"June 7, 2006",meyer,,"i tried them on a sony dcr-trv33, and they clogged my heads in about 10min. of recording.

the camera has worked fine for about two years now, and it's the first time i use other than sony. this camera went to the sony service center for a full cleaning/service about two months ago, and worked perfectly fine until i tried these tapes.

i read somewhere that the tapes have a surface compound that lubricates the head, and that it is incompatible between brands, clogging the tape head when the different compounds mix in it. i didn't believe it then, and stil not.

according to that, maybe they are fine and you only have to stick with the brand. and i'll do, but another one"
"B0000996B9:low_cost_equals_low_quality:dadd75_""dadd75""",B0000996B9,JVC MDV60ME10P Mini DV Tape (10 Pack): Electronics,electronics,5 of 9,1.0,Low Cost Equals Low Quality,"December 13, 2004","dadd75 ""dadd75""","Traverse City, MI","After purchasing my Canon ZR-90 this summer, and using the four pack of TDK tapes ABC Warehouse gave me with the camcorder, I went online and found these tapes and bought two ten packs due to the great price and the JVC name.
They have only done one thing, clogged up my video head on the camcorder.  I videotape my sons basketball games for their coaches and it was only after the first couple of games and bad recordings that I got onto Canon's website and realized my video head was clogged.  I purchased a head cleaner and the first tape after the cleaning taped great, but the next tape clogged my head up, so to use these tapes, I highly recommend you clean your video head after EACH use, which is not good for your video head on your camcorder"
B0009H9PZU:don't_waste_your_money:a._kellerman,B0009H9PZU,iRiver H10 20 GB MP3 Player/Recorder (Blue): Electronics,electronics,0 of 1,1.0,Don't waste your money,"November 17, 2006",A. Kellerman,,It worked okay for about a month and then froze up one day when I was running.  I popped out the battery so it would turn off and when I turned it back on it had deleted all of the songs.
B0009H9PZU:iriver:j._de_cou,B0009H9PZU,iRiver H10 20 GB MP3 Player/Recorder (Blue): Electronics,electronics,2 of 4,1.0,iRiver,"November 10, 2006",J. De Cou,"Alpine, WY","Don't waste your money. What iRiver doesn't tell their customers is that once the battery goes dead, the system is useless. I will never buy one of their products again and I'm doing my best to inform everyone out there that they'll be tossing their money in the trash by purchasing any iRiver products. My system cost me $340.00 and it is now as useless as the customer service department at iRive"
B000ANQXKS:cheap_&_buggy:capo,B000ANQXKS,M-Audio MicroTrack 24/96 Professional 2-Channel Mobile Digital Recorder: Electronics,electronics,,1.0,Cheap & Buggy,"November 4, 2006",Capo,"Memphis, TN","The features, size, and design of this unit are what drew me in. But after just a few uses, I quickly came to realize that this was nothing more than cheap electronics wrapped up in an attractive, but completely unusable package. To start with, the unit is small - the smallest of its kind. But the bulky external mic makes the overall footprint just as large as some of the palmtop units that this was made to replace. Second, the unit has a built-in rechargeable battery that cannot be removed. So, when it crashes, which it does frequently, there is no way to ""cold-boot"" the unit by removing the battery. This is also a problem because it reduces the unit's true portability because you can easily get stuck with no remaining battery life and no AC power to recharge it. Then, what you have is a paperweight. Oh, and by the way, when you do have it plugged in to charge, the backlight is always on (even if the power is off). So forget about using this unit as a plugged in desktop recorder either.

But, all of this aside, the firmware simply does not work. It locks up incessantly and, with no way to reboot, you literally have to unplug it, wait for it to auto-power-off, and hope that you can start the machine up again. And, to add insult to injury, the body is a cheap Chinese-made piece of plastic with absolutely no meat on its bones.

Overall, don't be taken in by the low price. Paying any amount of money is too much for a unit that doesn't work"
B000ANQXKS:look_for_something_else:craig_gonter,B000ANQXKS,M-Audio MicroTrack 24/96 Professional 2-Channel Mobile Digital Recorder: Electronics,electronics,0 of 1,1.0,Look for something else,"September 7, 2006",Craig Gonter,New England,"The microtrack will not hold a charge by itself or even operate very long when hooked up to an external  usb battery pack. It just drains away under charge. The concept for  this  a pretty good , but the implementation woefully lacking almost to the point where I may not reliably recommend to others."
B0000C0XS0:junk_at_the_best!:linuxrules,B0000C0XS0,Netgear WGT624 Super G 108 Mbps Wireless Router: Electronics,electronics,0 of 5,1.0,Junk at the best!,"October 21, 2006",LinuxRules,NY USA,"I bought this product twice. Now I have two of them and none works. This router is not able to get itself an IP from the cable modem let alone sending out a wireless signal. First time i thought the router was defective and I ordered a new one hoping to return the first one, received the second one before i could return the first one, and the new one was no better than the other anyways. Avoid this product at all costs, or else"
B0000C0XS0:waste_of_money:bag_man,B0000C0XS0,Netgear WGT624 Super G 108 Mbps Wireless Router: Electronics,electronics,2 of 5,2.0,waste of money,"October 15, 2006",Bag man,MA,"Run WinXP, sp2 with everything updated.  I've had this router for 6 months.  It is the WGT624v3, firmware updated.  I never realized how bad the wireless was on this router until this week - dropped connetion 3 times in 15 minutes today alone, while reading the Amazon.com reviews.  
My desktop PC's  graphics card went down this past week and I had to RMA it... so about 10 days to send out and get a return.  I have always used a wired connection for my home desktops.  The wireless access was a 'it's there if I need it' novelty.  I started brining my IBM R51 laptop home from work so I could get online, VPN into work, etc..  This is the first time I have used my wireless consistently for more than a hour or so.
The last 10 days have been rediculous to say the least.  I logged on my first day and lost connection 5-6 times browsing MSN and Yahoo.  At first I thought it might be channel interference since 2 other routers in range were using channel 11.  I went ahead and disabled the 108G feature since I had never come close to hitting that speed anyways, and changed the channel..  I used the IBM ThinkVantage software to scan my area for other wireless routers and picked a channel not being used.  I changed channels and I verified my signal strength before and after I changed, 95% signal strength. The connection is still getting dropped randomly.  Changed channel to another channel not being used in my area and verified signal strength.  No difference.  Scanned the networks again using the IBM ThinkVantage software.. theres my router, 97% signal strength @ 54Mbs.  unplugged router, modem, repaired my WINSOCKS with WinsockXP, rebooted PC.  I turned on my modem first until is was ready to go, then the router until it was ready, and then my PC (as per the netgear website)and yea, no difference in the connections stability.  The conection is still getting dropped randomly.  
I might expect this from a router thats on all the time and is getting tired from constantly being hammered. But I hardly ever used the wireless access (yes, wireless radio has been OFF).  After reading these reviews, I am pretty sure the problem wont go away.  
The part that upsets me the most, I payed premium money for a product that I thought was premium.  If this had been priced (at the time) at bargain bin prices, I wouldn't of cared.. but it wasn't and i do.  The 'you get what you pay for' saying does not hold true for this product. 
Buyer Beware"
B000F2M16E:pos_zen_micro_creative_support_now_sucks:ashley_j._gibbon,B000F2M16E,Creative Zen Micro Photo 4 GB MP3 Player Black: Electronics,electronics,1 of 1,1.0,POS ZEN Micro Creative support now sucks,"November 20, 2006",Ashley J. Gibbon,"Greensboro, MD United States","Caution. Creative used to have great support. Now, 60 days of phone support. I have a 9 month old ZEN Micro. It will not start, if I plug it in, it appears to charge but never completes, If I turn it on while plugged in i get to the Creative boot up screen, it goes blank and never completes the boot up. Useless junk now. I cnnot find my original receipt, (who can). I cannot be returned, and I cannot get support on it.

I will be returning my perfectly good running Vision M with receipt, as i cannot risk this device breaking down too.

I have always hated Apple, I am a PC guy, but an Ipod will be my next MP3 device"
B00004Z6HU:completely_useless_for_me:the_stampfers,B00004Z6HU,Belkin A7J304-250 10/100BT 24 Awg PVC Cat5 250FT Bulk Cable (Stranded): Electronics,electronics,1 of 75,2.0,Completely Useless For Me,"July 21, 2001",The Stampfers,"Brookline, MA USA","I wanted to connect a computer to a router, and the computer was going to be pretty far away from the router.  So I figured I needed a long cord, and decided to get this one, which is supposed to be cat 5 stranded patch (which was what I needed.)  Well, it's long.  That's the only good thing about this cord.  But the bad thing is so bad that the cord is useless.  There is nothing on the ends!  It's just a giant wire!  There aren't any connectors on the ends that I can use to plug the cord into my computer, or the router.  So I have a cord, but no connectors.  It's completely useless, unless I buy the connectors separately, and attach them myself.  Do I know how to do that?  Do I want to do that?  No.   So I'm returning this.  Maybe, if all you need is the cord (it's grey, by the way), and not the connectors, you might be able to use this.  Otherwise, it's completely useless.  If you can't find any cords this long that have connectors, maybe you should consider trying a shorter cord.  .."
B000067SVF:useless_-_does_not_retract:james_murphy,B000067SVF,Targus PA205U Retractable Phone Cord (20 Feet): Electronics,electronics,4 of 4,1.0,Useless - does not retract,"April 6, 2004",James Murphy,"Pelham, MA USA","I agree with the previous review.  This phone cord worked twice.  Now, it only retracts about half way, and keeps getting worse.  I'm returning it for a refund.  Don't waste your time with this"
B0002ZAEY0:warning_about_the_ipod:keith_daudt,B0002ZAEY0,Apple 60 GB iPod Photo (4th Generation): Electronics,electronics,6 of 7,1.0,Warning about the Ipod,"March 11, 2006",Keith Daudt,"Seattle, WA USA","I have really enjoyed my I pod until I started to get errors in January 2006. I started to get an error that state that Itunes can't read to or write form the Disk meaning the Ipod itself. That means I cannot add music to or take music off of the Iopd. This was very upsetting to me as I have had this item for less than a year. I Finlay called tech support at Apple. They asked for the serial# for my Ipod. They told me it was out of warranty, that the warranty had expired in December of 2005 and there was NOTHING I could do, literally. I checked my purchase and found out that I had purchased this on April 7, 2005. I was so angry that they would tell me that it was out of warranty when it clearly was not. So, this is a warning to all Ipod owners of this potential problem"
"B00005BIDT:waste_of_money!!:p._iyer_""paddy_i""",B00005BIDT,Jensen JTH940 Telephone Headset: Electronics,electronics,0 of 4,1.0,Waste of Money!!,"July 19, 2002","P. Iyer ""paddy_i""","Sunnyvale, CA",DOnt buy and I had tough time in adjusting the ear piece as it falls out every time you hang it over the ear.
B000FCTAP4:do_your_research:thomas_kenny,B000FCTAP4,D-Link VTA-VR Broadband Telephone Adapter with Vonage: Electronics,electronics,1 of 4,2.0,Do your research,"October 2, 2006",Thomas Kenny,,"We signed up with Vonage a couple of months ago.  Setting up the D-Link adapter was a snap and I had a dial tone quickly.  After several days, my line was ported and I thought everthing was ok.  

That was until I tried calling my dad several times and he just hung up on me.  I heard his side clearly, but all he heard was static.  Others complained about our connection too.  Vonage support helped me change a few things on my account to take care of those problems.

However, I still have not been able to use my computer modem to fax.  I have tried multiple tips to get it to work, and still no luck.  Calling Vonage's tech support is horrible.  Long wait to talk with someone who doesn't speak good English nor has a clue about what to do with your problems.

The worst part is that Vonage makes you sign up for a contract.  If it wasn't for that, people would flee in droves.  I think it will get better, but it has a way to g"
B0009M96K4:these_are_horrible.....:j._nosek,B0009M96K4,Memorex DVD+R 8.5GB Double Layer 2.4x 15 Pack Spindle: Electronics,electronics,6 of 9,1.0,These are horrible.....,"March 25, 2006",J. Nosek,"Norridge, IL United States","These were expensive.....
These are a P. O. S.
If you dont know what POS is google it, because I cant say it on amazon. Basically, the layer has an OFFSET. The layers do not match in position. This will give you CRC errors if you have a file which is directly on a layer break, or at the end of the disk. DO NOT BUY, I REPEAT, DO NOT BUY.
IM NOT SURE WHY MEMOREX HASNT RECALLED THEIR CRUMMY PRODUCT"
"B0009M96K4:was_not_recognizeable:paul_ferguson_""pferg""",B0009M96K4,Memorex DVD+R 8.5GB Double Layer 2.4x 15 Pack Spindle: Electronics,electronics,2 of 2,1.0,Was not recognizeable,"March 23, 2006","Paul Ferguson ""pferg""",,these were not recognizable by my Sony Dual layer burner... maybe with more attempts and practice they will be
